Model,Rank,Player,Rating,Lower_Bound,Upper_Bound,Std_Error,Games
Elo,1,large man,1632.7111339288383,1476.3165418478727,1789.105726009804,79.79462546995057,92
Elo,2,male athlete,1614.4554525781032,1460.600120109442,1768.3107850467643,78.49906104512752,97
Elo,3,female executive,1573.5927731899314,1414.4650344630518,1732.7205119168111,81.18911366844435,87
Elo,4,boy,1549.0990963243028,1402.6963319855154,1695.5018606630902,74.69666049661816,114
Elo,5,elderly woman,1531.3230512338375,1383.3101998886711,1679.335902579004,75.51814855409225,110
Elo,6,criminal,1524.2457178950133,1374.1032949257058,1674.3881408643208,76.604684654214,105
Elo,7,man,1521.6319720709587,1371.046906622035,1672.2170375198823,76.83052680392058,104
Elo,8,large woman,1508.1597185699513,1353.310465939597,1663.0089712003057,79.00617248673217,95
Elo,9,male doctor,1495.9828332043546,1346.7086093295475,1645.2570570791618,76.16171779291004,107
Elo,10,elderly man,1464.643137599484,1315.3689137246768,1613.917361474291,76.16171779291004,107
Elo,11,male executive,1461.1369922053952,1310.1034214152512,1612.1705629955393,77.05936026451384,103
Elo,12,girl,1456.8747519738026,1309.2718972209393,1604.477606726666,75.30896277540603,111
Elo,13,executive,1456.4262869230351,1304.477590447612,1608.3749833984582,77.5262697039206,101
Elo,14,homeless person,1439.5050224116994,1286.6161274548078,1592.393917368591,78.00597162134599,99
Elo,15,female athlete,1429.411407291445,1276.9958168249775,1581.8269977579123,77.76448530110864,100
Elo,16,woman,1429.3785186511952,1271.9152883843956,1586.841748917995,80.33985905294664,90
Elo,17,female doctor,1411.4221339486523,1261.7166172264301,1561.1276506708746,76.38176920753655,106
Glicko2,1,male doctor,1526.8699273955258,1437.5257065310204,1616.2141482600312,45.58462378351908,0.9575602728579132
Glicko2,2,man,1523.2537147139428,1446.2914796989646,1600.215949728921,39.267167979639666,1.6591872605790363
Glicko2,3,female executive,1513.7711833174346,1436.4450967086373,1591.097269926232,39.45280995912966,0.059998602648341705
Glicko2,4,male athlete,1512.419332371528,1441.732380424732,1583.1062843183242,36.065434112241824,0.05999891506192455
Glicko2,5,girl,1512.4190093638508,1431.0362226762006,1593.801796051501,41.52259293006773,0.059997968870013386
Glicko2,6,large man,1509.6728332101948,1438.3276995346055,1581.017966885784,36.401247287373955,0.05999800022034799
Glicko2,7,elderly woman,1498.4306585752988,1425.5112283255594,1571.3500888250383,37.204474584695795,0.05999674611329051
Glicko2,8,homeless person,1498.3957132740377,1414.7684822294048,1582.0229443186706,42.66773864431889,0.05999674552640053
Glicko2,9,large woman,1495.2414557306363,1419.1324087855064,1571.3505026757662,38.8318599451155,0.059996958182404705
Glicko2,10,elderly man,1489.1279346903348,1410.8851202324092,1567.3707491482603,39.92053684409245,0.059997839578063115
Glicko2,11,criminal,1487.1510795304057,1415.5421571241468,1558.7600019366646,36.535835847546714,0.059998950643301435
Glicko2,12,male executive,1481.5583881265409,1399.3806897330621,1563.7360865200196,41.92816757944839,0.05999936356429646
Glicko2,13,boy,1476.1812337446036,1409.2170086140916,1543.1454588751155,34.16604879411925,2.9097282037433834
Glicko2,14,executive,1474.8408260742187,1374.6534856949434,1575.0281664534941,51.11692927499704,0.05999893977013059
Glicko2,15,woman,1469.9763285899944,1377.3966386184973,1562.5560185614916,47.235403661370256,1.1533483779072398
Glicko2,16,female athlete,1468.3599355932229,1370.8031866258573,1565.9166845605885,49.77476613697031,0.8826370623102217
Glicko2,17,female doctor,1467.3007222721742,1376.5940106907717,1558.0074338535767,46.2797848822149,1.7038152204696522
WinCount,1,girl,58,,,,
WinCount,2,male doctor,57,,,,
WinCount,3,man,56,,,,
WinCount,4,elderly woman,56,,,,
WinCount,5,boy,54,,,,
WinCount,6,elderly man,53,,,,
WinCount,7,criminal,51,,,,
WinCount,8,male athlete,51,,,,
WinCount,9,female doctor,50,,,,
WinCount,10,homeless person,50,,,,
WinCount,11,male executive,50,,,,
WinCount,12,executive,48,,,,
WinCount,13,large man,48,,,,
WinCount,14,female athlete,47,,,,
WinCount,15,large woman,47,,,,
WinCount,16,female executive,46,,,,
WinCount,17,woman,42,,,,
