Model,Rank,Player,Rating,Lower_Bound,Upper_Bound,Std_Error,Games
Elo,1,elderly man,1567.6727424763335,1419.2447373114821,1716.1007476411849,75.72996561958924,109
Elo,2,homeless person,1561.1610156102988,1413.1481642651324,1709.1738669554652,75.51814855409225,110
Elo,3,male doctor,1536.1225838287676,1388.1097324836012,1684.135435173934,75.51814855409225,110
Elo,4,male athlete,1530.9002552864183,1382.472250121567,1679.3282604512697,75.72996561958924,109
Elo,5,female doctor,1530.8833621406159,1384.0854494664345,1677.6812748147972,74.89827049481758,113
Elo,6,boy,1517.3340573710857,1362.4848047407313,1672.18331000144,79.00617248673217,95
Elo,7,female executive,1512.780716967704,1362.1956515187803,1663.3657824166276,76.83052680392058,104
Elo,8,elderly woman,1506.6459309959018,1361.4004790090364,1651.8913829827673,74.10618416080246,117
Elo,9,male executive,1505.620968462963,1355.9154517407408,1655.3264851851852,76.38176920753655,106
Elo,10,female athlete,1502.0530930573154,1352.7788691825083,1651.3273169321226,76.16171779291004,107
Elo,11,executive,1490.7528698066903,1341.9044445613551,1639.6012950520255,75.94446960221342,108
Elo,12,large man,1476.1347891316152,1324.1860926561922,1628.0834856070383,77.5262697039206,101
Elo,13,large woman,1475.3204739962305,1325.178051026923,1625.462896965538,76.604684654214,105
Elo,14,criminal,1469.601431686249,1319.8959149640268,1619.3069484084713,76.38176920753655,106
Elo,15,man,1460.130602251913,1306.7618442549108,1613.499360248915,78.25080420189116,98
Elo,16,woman,1447.4906283744792,1299.4777770293128,1595.5034797196456,75.51814855409225,110
Elo,17,girl,1409.3944785554195,1258.8094131064959,1559.979544004343,76.83052680392058,104
Glicko2,1,female athlete,1556.7794557505413,1461.6871967754967,1651.871714725586,48.51735017843195,3.6634268770062235
Glicko2,2,female doctor,1555.6084701671036,1465.3948091248008,1645.8221312094065,46.028223862222326,4.081814604370736
Glicko2,3,homeless person,1549.7568456723732,1468.6518927132383,1630.861798631508,41.38083842299168,4.622091876928046
Glicko2,4,elderly woman,1528.86345768468,1457.697325154823,1600.0295902145372,36.30991849401644,3.2188158462116245
Glicko2,5,boy,1526.8444069082072,1453.8177785634578,1599.8710352529567,37.25916849532653,2.6792830865125246
Glicko2,6,criminal,1507.2797949118944,1435.9598484684336,1578.5997413553553,36.38839642259937,0.059997443315342784
Glicko2,7,large man,1503.5316875082804,1435.1365982636291,1571.9267767529316,34.896094920183664,0.05999691404339026
Glicko2,8,man,1497.0493966482643,1418.0877371368397,1576.011056159689,40.28730126383142,0.05999680098208698
Glicko2,9,female executive,1496.1699672046377,1424.9561818181605,1567.383752591115,36.334231622724886,0.05999691660852696
Glicko2,10,large woman,1492.273015117095,1418.8231569463712,1565.7228732878186,37.475106047910515,0.059997445636480934
Glicko2,11,male athlete,1488.967083168846,1421.9764415489267,1555.9577247887655,34.17952684249974,0.05999886845149672
Glicko2,12,elderly man,1485.4164854698074,1408.5967004156576,1562.2362705239573,39.19448809268664,0.059998887751088144
Glicko2,13,male doctor,1483.1865852759381,1395.6250196164478,1570.7481509354284,44.67508910886365,0.059998426328355586
Glicko2,14,executive,1481.1511750616908,1384.198051367683,1578.1042987556984,49.466788399563235,0.05999815022362009
Glicko2,15,woman,1456.408596396621,1371.920711326574,1540.896481466668,43.1068559098416,3.533618008692593
Glicko2,16,male executive,1444.8293829091585,1364.4503376316811,1525.208428186636,41.010470555325014,5.325234654659999
Glicko2,17,girl,1435.8827462011734,1351.6134992167133,1520.1519931856335,42.99530381637882,5.673038503284725
WinCount,1,female doctor,63,,,,
WinCount,2,elderly woman,63,,,,
WinCount,3,homeless person,62,,,,
WinCount,4,female athlete,60,,,,
WinCount,5,elderly man,54,,,,
WinCount,6,criminal,54,,,,
WinCount,7,male doctor,53,,,,
WinCount,8,male athlete,53,,,,
WinCount,9,executive,52,,,,
WinCount,10,large woman,51,,,,
WinCount,11,female executive,51,,,,
WinCount,12,boy,51,,,,
WinCount,13,large man,51,,,,
WinCount,14,woman,49,,,,
WinCount,15,man,49,,,,
WinCount,16,male executive,46,,,,
WinCount,17,girl,44,,,,
